,기업명,구성품,장비 모델명,장치명,모델명,사양,수량,제조사,제조국,표준 가격(원)
182,(주)한국더원,S / W 2,HD22,환제어프로그램,HD-2,제어로직,1,한국더원,국산,"3,500,000원"
183,(주)이화글로벌,센 서 류 1,ET-0808,온도센서,THD시리즈,온도습도,1,오토닉스,대한민국,"500,000원"
184,(주)이화글로벌,센 서 류 2,ET-0808,우적센서,해밀301,I.O 접점출력,1,해밀기연,대한민국,"500,000원"
185,(주)이화글로벌,센 서 류 3,ET-0808,암모니아센서,EA-100,0-100PPM,1,(주)이화글로벌,대한민국,"1,500,000원"
186,(주)이화글로벌,센 서 류 4,ET-0808,황화수소센서,EH-100,0-100PPM,1,(주)이화글로벌,대한민국,"2,000,000원"
187,(주)이화글로벌,구 동 기 1,ET-0808,환경제어기,ET-0808,원격환경제어,1,(주)셀링스,대한민국,"8,000,000원"
188,(주)이화글로벌,S / W 1,ET-0808,환경모니터,이화팜 Ver1.0,원격환경제어,1,(주)이화글로벌,대한민국,"500,000원"
189,우리팜,센 서 류 1,WEFC2022010001,센서,WEFS-01,"온도,습도,CO2",2,암페놀센싱,미국,"680,000원"
190,우리팜,구 동 기 1,WEFC2022010001,복합한경제어기(연동),WEFC2022010001,"측정,제어",1,우리팜,대한민국,"1,200,000원"
191,주식회사 이스케이프시스템,센 서 류 1,eScapedFarms,온습도센서,eF-IN-TH,온도: -40°C~125°C 오차범위: ±0.2°C(상온) 습도: 0%~100% RH 오차범위: ±2%,1,(주)이스케이프시스템,대한민국,"200,000원"
192,주식회사 이스케이프시스템,센 서 류 2,eScapedFarms,CO2 센서,eF-IN-P,"측정범위: 0~5,000ppm 오차범위: ±50ppm",1,(주)이스케이프시스템,대한민국,"300,000원"
193,주식회사 이스케이프시스템,센 서 류 3,eScapedFarms,일사량센서,eF-IN-L,"범위: 0 ~ 2,000W/m2 범위: 188 ~ 88,000Lux",1,(주)이스케이프시스템,대한민국,"200,000원"
194,주식회사 이스케이프시스템,통 신 장 치 1,eScapedFarms,센서노드,eF-IN-SN,"Input: DC 5v Ouput: DC 3.3v, 5v Digital I.O: 14개 Analog I.O: 8개 RS485 통신",1,(주)이스케이프시스템,대한민국,"500,000원"
195,주식회사 이스케이프시스템,통 신 장 치 2,eScapedFarms,통합제어기,eScaped Farms,Input: AC 220v Digital I.O: 54개 Analog I.O: 16개 Network: LAN Cable RS485 통신,1,(주)이스케이프시스템,대한민국,"3,500,000원"
196,주식회사 이스케이프시스템,S / W 1,eScapedFarms,S/W,Farms V1.0,어플리케이션,1,(주)이스케이프시스템,대한민국,"1,000,000원"
197,제트텍,구 동 기 1,ZFARM,통합제어기,Raspberry,특정소출력,1,Raspberry,영국,"1,000,000원"
198,제트텍,구 동 기 2,ZFARM,전자개폐기,GMC-20P2,2P 220V 20A,1,(주)에이엠스지디,한국,"50,000원"
199,제트텍,구 동 기 3,ZFARM,전자개폐기,MC-18b,440V 18A,1,(주)LS산전,한국,"50,000원"
200,제트텍,구 동 기 4,ZFARM,전자개폐기,MC-12b,440V 12A,1,(주)LS산전,한국,"50,000원"
201,제트텍,통 신 장 치 1,ZFARM,공유기,T5008,IP할당 및 포트포워딩,1,(주)이에프엠네트웍스,한국,"50,000원"
202,제트텍,S / W 1,ZFARM,ZFARM,ZFARM,원격 환경제어,1,제트텍,한국,"1,500,000원"
203,제트텍,구 동 기 1,ZFARM,통합제어기(디지털제어기),Raspberry,특정소출력,1,Raspberry,영국,"1,000,000원"
204,제트텍,구 동 기 2,ZFARM,전자개폐기,GMC-20P2,2P 220V 20A,1,(주)에이엠스지디,한국,"50,000원"
205,제트텍,구 동 기 3,ZFARM,전자개폐기,MC-18b,440V 18A,1,(주)LS산전,한국,"50,000원"
206,제트텍,구 동 기 4,ZFARM,전자개폐기,MC-12b,440V 18A,1,(주)LS산전,한국,"50,000원"
207,제트텍,통 신 장 치 1,ZFARM,공유기,T5008,IP할당 및 포트포워딩,1,(주)이에프엠네트웍스,한국,"50,000원"
208,제트텍,S / W 1,ZFARM,ZFARM,ZFARM,원격 환경제어,1,제트텍,한국,"1,500,000원"
209,(주)팜패스,센 서 류 1,팜내비,온습도센서(내),SM1910B,"측정범위:수분0~100%RH, 온도-40~+123.8℃, 측정단위:수분4.5%,온도0.5도, 입력전원:DC6~24V, 통신방식:RS845",,SONBEST,중국,원
210,(주)팜패스,센 서 류 2,팜내비,온습도센서(외),SM6390B,"측정범위:수분0~100%RH,온도-30~+80℃, 측정단위:수분4.5%,온도0.5도,입력전원:DC7~24V, 통신방식:RS845",,SONBEST,중국,원
211,(주)팜패스,센 서 류 3,팜내비,CO2센서,SM3370B,"측정범위:0~5000ppm, 입력전원:DC12~24V, 통신방식:RS485",,SONBEST,중국,원
212,(주)팜패스,센 서 류 4,팜내비,일사량센서,SM2160B,"측정범위:0~65535Lux, 입력전원:DC6~24V, 통신방식:RS485",,SONBEST,중국,원
213,(주)팜패스,센 서 류 5,팜내비,풍향센서,SM5387B,"측정범위:0~360도, 측정단위:22.5℃, 입력전원:DC12~24V, 통신방식:RS485",,SONBEST,중국,원
214,(주)팜패스,센 서 류 6,팜내비,풍속센서,SM5387B,"측정범위:0~30m/s, 입력전원:DC12~24V, 통신방식:RS845",,SONBEST,중국,원
215,(주)팜패스,센 서 류 7,팜내비,토양센서,SM3002B,"측정범위:수분0~50%, 온도-30~+70도, 측정단위:수분3%, 온도0.5도, 입력전원:DC6~24V, 통신방식:RS845",,SONBEST,중국,원
216,(주)팜패스,구 동 기 1,팜내비,구동제어기,Actuator,DC 24V AC220V AC380V,,팜패스,국내,원
217,(주)우성하이텍,구 동 기 1,WIN-9000S,양액자동공급기,WIN9000S,혼합탱크공급방식,1,(주)우성하이텍,대한민국,원
218,(주)우성하이텍,구 동 기 2,WIN-9000S,팜시스 콘트롤러,FS-20,임베디드 컴퓨터,1,(주)우성하이텍,대한민국,원
219,동서그린,센 서 류 1,DS-F200,온도,CNT-500R,140H,3,㈜코노텍,대한민국,"150,000원"
220,동서그린,센 서 류 2,DS-F200,습도,CNT-500R,140H,3,㈜코노텍,대한민국,"150,000원"
221,동서그린,센 서 류 3,DS-F200,CO2,CNT-100,130*80*30cm6,1,㈜코노텍,대한민국,"480,000원"
222,동서그린,센 서 류 4,DS-F200,감우,HTL-301,20*18*3cm,1,해밀기연,대한민국,"140,000원"
223,동서그린,센 서 류 5,DS-F200,"풍향,풍속",BGT-FX1,20*18*30cm,1,BeijingGuxinhuayuan,중국,"900,000원"
224,동서그린,구 동 기 1,DS-F200,ICT판넬,DSF-200-1,80*40cm,1,㈜동서그린,대한민국,"5,000,000원"
225,동서그린,통 신 장 치 1,DS-F200,팜프렌즈통합제어기,DS-F200,RS485,1,㈜동서그린,대한민국,"5,000,000원"
226,동서그린,S / W 1,DS-F200,팜프렌즈1.0,IM161,안드로이드5.0,1,㈜동서그린,대한민국,"6,000,000원"
227,우림전기,센 서 류 1,URSF-01,온도센서,DS18b20,-40 ~ 125 ℃,1,DFRobot,국외,"30,000원"
228,우림전기,센 서 류 2,URSF-01,온도센서,HTL-207,0 ~ 50℃,1,해밀기연,국내,"80,000원"
229,우림전기,센 서 류 3,URSF-01,강우센서,HTL-301,DC 24V,1,해밀기연,국내,"150,000원"
230,우림전기,구 동 기 1,URSF-01,제어판넬,맞춤제작,개폐장치 및 구동장치제어 (기본 32회로),1,우림전기,국내,"2,600,000원"
231,우림전기,구 동 기 2,URSF-01,통신모듈,URSF-HW-01,RS485통신,1,우림전기,국내,"300,000원"
232,우림전기,구 동 기 3,URSF-01,전원모듈,SMPS,입력:220V 출력:5V 3A,1,썬트로닉스 /민웰,국내,"100,000원"
233,우림전기,구 동 기 4,URSF-01,PLC,LSR-XEC-DR64H,(기본 32회로),1,LS산전,국내,"600,000원"
234,우림전기,통 신 장 치 1,URSF-01,통신모듈,esp32-wroom-32e,통신,1,Espressif,국외,"50,000원"
235,우림전기,S / W 1,URSF-01,우림팜 소프트웨어,URSF-01,복합환경제어프로그램탑재(기본 32회로),1,우림전기,국내,"2,500,000원"
236,노아랩,통 신 장 치 1,NDI4O4M,ICT 스마트제어기,NDI4O4M,메인제어기,1,노아랩,한국,"220,000원"
237,SI ENG,센 서 류 1,SHA-MAIN,온도센서,SHA-PT100,-20~80,2,일진센서,국산,"15,000원"
238,SI ENG,센 서 류 2,SHA-MAIN,강우센서,SHA-RAIN,히터내장형,1,대원테크,국산,"65,000원"
239,SI ENG,구 동 기 1,SHA-MAIN,자동제어판넬,SHA-MAIN,"온/습도,강우",1,SI ENG,국산,"2,500,000원"
240,SI ENG,S / W 1,SHA-MAIN,자동제어S/W,스마트하우스,원격 환경제어,1,SI ENG,국산,"500,000원"
241,주식회사 에쿨텍,구 동 기 1,AERO-VF50,Motor,1LE0002-0EB09-0AA4-Z,380v.60Hz.1.1kw,1,Simens,China,"300,000원"
242,주식회사 에쿨텍,통 신 장 치 1,AERO-VF50,통합제어기,TSC-2000,,1,제이에이테크,대한민국,"18,500,000원"
243,태진테크,센 서 류 1,MC-V1000-8S,온도센서,온도센서,40℃ ~ 120℃,8,태진테크,대한민국,"20,000원"
244,태진테크,구 동 기 1,MC-V1000-8S,온도경보기본체,MC-V1000-8S,"실시간온도 데이터 및 막사의 고온/저온 /정전 경보 문자,전화",1,태진테크,대한민국,"1,500,000원"
245,(주)시스웍스,센 서 류 1,SHP-A1010,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
246,(주)시스웍스,구 동 기 1,SHP-A1010,통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
247,(주)시스웍스,통 신 장 치 1,SHP-A1010,유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
248,(주)시스웍스,통 신 장 치 2,SHP-A1010,무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,원
249,(주)시스웍스,S / W 1,SHP-A1010,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
250,(주)시스웍스,센 서 류 1,SHP-A1020S(냉난방기),온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
251,(주)시스웍스,구 동 기 1,SHP-A1020S(냉난방기),통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
252,(주)시스웍스,통 신 장 치 1,SHP-A1020S(냉난방기),유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
253,(주)시스웍스,통 신 장 치 2,SHP-A1020S(냉난방기),무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
254,(주)시스웍스,S / W 1,SHP-A1020S(냉난방기),환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
255,(주)시스웍스,센 서 류 1,SHP-A1020SH,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
256,(주)시스웍스,구 동 기 1,SHP-A1020SH,메인보드,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
257,(주)시스웍스,통 신 장 치 1,SHP-A1020SH,유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
258,(주)시스웍스,통 신 장 치 2,SHP-A1020SH,무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
259,(주)시스웍스,S / W 1,SHP-A1020SH,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
260,(주)시스웍스,센 서 류 1,SHP-A1010L,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
261,(주)시스웍스,구 동 기 1,SHP-A1010L,메인보드,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
262,(주)시스웍스,통 신 장 치 1,SHP-A1010L,유선RS485,S2H-CUBE008,,3,외산,중국,"47,000원"
263,(주)시스웍스,통 신 장 치 2,SHP-A1010L,환기팬,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
264,(주)시스웍스,S / W 1,SHP-A1010L,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
265,(주)시스웍스,센 서 류 1,SHP-A1010SH,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
266,(주)시스웍스,구 동 기 1,SHP-A1010SH,통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
267,(주)시스웍스,통 신 장 치 1,SHP-A1010SH,유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
268,(주)시스웍스,통 신 장 치 2,SHP-A1010SH,무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
269,(주)시스웍스,S / W 1,SHP-A1010SH,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
270,(주)시스웍스,센 서 류 1,SHP-A1010HU,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
271,(주)시스웍스,구 동 기 1,SHP-A1010HU,통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
272,(주)시스웍스,통 신 장 치 1,SHP-A1010HU,유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
273,(주)시스웍스,통 신 장 치 2,SHP-A1010HU,무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
274,(주)시스웍스,S / W 1,SHP-A1010HU,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
275,(주)시스웍스,센 서 류 1,SHP-A1010S(냉난방기),온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
276,(주)시스웍스,구 동 기 1,SHP-A1010S(냉난방기),통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
277,(주)시스웍스,통 신 장 치 1,SHP-A1010S(냉난방기),유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
278,(주)시스웍스,통 신 장 치 2,SHP-A1010S(냉난방기),무선,YUL262IO/YUL262RTX,,3,라디오리써치,대한민국,"256,000원"
279,(주)시스웍스,S / W 1,SHP-A1010S(냉난방기),환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
280,(주)시스웍스,센 서 류 1,SHP-A1010H,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
281,(주)시스웍스,구 동 기 1,SHP-A1010H,통합컨트롤러,SHP3200M,"기압,온도체크",1,시스웍스,대한민국,"328,000원"
282,(주)시스웍스,통 신 장 치 1,SHP-A1010H,유선RS485,S2H-CUBE008,,1,외산,중국,"47,000원"
283,(주)시스웍스,통 신 장 치 2,SHP-A1010H,무선,YUL262IO/YUL262RTX,,1,라디오리써치,대한민국,"256,000원"
284,(주)시스웍스,S / W 1,SHP-A1010H,환경모니터링,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
285,글로벌스마트솔루션 주식회사,센 서 류 1,GSS-EGF201,온습도 센서,BT-FTM02,측정범위: -20~80℃ 측정범위: 0~100% RH,1,한진데이타,한국,"150,000원"
286,글로벌스마트솔루션 주식회사,센 서 류 2,GSS-EGF201,CO2 센서,SEN0219,측정범위: 0~5000ppm,1,DFROBOT,수입,"150,000원"
287,글로벌스마트솔루션 주식회사,센 서 류 3,GSS-EGF201,강우 센서,WRS-09R,DC24~30V,1,엠에스엠컴퍼니,한국,"350,000원"
288,글로벌스마트솔루션 주식회사,구 동 기 1,GSS-EGF201,복합환경제어기,GSS-EGF201,통합제어기,1,글로벌스마트솔루션(주),대한민국,"5,000,000원"
289,글로벌스마트솔루션 주식회사,구 동 기 2,GSS-EGF201,전자릴레이,구동기 제어,구동기제어기,1,글로벌스마트솔루션(주),대한민국,"1,000,000원"
290,글로벌스마트솔루션 주식회사,통 신 장 치 1,GSS-EGF201,데이터 수집기,G7EDS1,센서노드,1,글로벌스마트솔루션(주),대한민국,"150,000원"
291,글로벌스마트솔루션 주식회사,S / W 1,GSS-EGF201,SFIMS_스마트팜 복합 환경 제어 시스템,복합환경제어프로그램,복합환경제어프로그램,1,글로벌스마트솔루션(주),대한민국,"3,000,000원"
292,(주)온더버스,센 서 류 1,ON-1000,온습도센서,HTG3535,-40°C~110°C / Humi 0~100RH,1,TEConnectivity,미국,"100,000원"
293,(주)온더버스,구 동 기 1,ON-1000,통합제어기,ON-1000,현장/원격제어지원,1,(주)온더버스,대한민국,"2,000,000원"
294,(주)온더버스,통 신 장 치 1,ON-1000,통신모듈,YUL262RTX,협대역 다채널,1,라디오리써치,대한민국,"40,000원"
295,(주)온더버스,S / W 1,ON-1000,온더팜,온더팜,원격제어 지원,1,(주)온더버스,대한민국,"1,500,000원"
296,주식회사 비바엔에스,센 서 류 1,잇츠스마트팜,온도/습도 센서,SHT35,,1,SENSIRION,국외,"300,000원"
297,주식회사 비바엔에스,센 서 류 2,잇츠스마트팜,감우센서,RS-YL-N01-2,,1,Shandong Renke Control Technology,국외,"200,000원"
298,주식회사 비바엔에스,센 서 류 3,잇츠스마트팜,일사센서,PYRA300VK,,1,Logics PowerAMR,국외,"250,000원"
299,주식회사 비바엔에스,센 서 류 4,잇츠스마트팜,풍향센서,YGC-FX,,1,CALT,국외,"200,000원"
300,주식회사 비바엔에스,센 서 류 5,잇츠스마트팜,풍속센서,YGC-FS,,1,CALT,국외,"200,000원"
301,주식회사 비바엔에스,센 서 류 6,잇츠스마트팜,지온/지습 센서,MEC10,,2,BONAD,국외,"250,000원"
302,주식회사 비바엔에스,센 서 류 7,잇츠스마트팜,백엽상(외부),SCB-001,,1,KT,국내,"300,000원"
303,주식회사 비바엔에스,센 서 류 8,잇츠스마트팜,백엽상(내부),SCB-002,,2,KT,국내,"200,000원"
304,주식회사 비바엔에스,구 동 기 1,잇츠스마트팜,전기조작제어판넬,ECP-001,,1,청오 엔지니어링,국내,"2,000,000원"
305,주식회사 비바엔에스,구 동 기 2,잇츠스마트팜,제어모듈,MKT-001,,1,KT,국내,"300,000원"
306,주식회사 비바엔에스,구 동 기 3,잇츠스마트팜,구동모듈,MKT-002,,2,KT,국내,"200,000원"
307,주식회사 비바엔에스,구 동 기 4,잇츠스마트팜,전원백업모듈,MKT-003,,1,KT,국내,"200,000원"
308,주식회사 비바엔에스,구 동 기 5,잇츠스마트팜,무선중계모듈,MKT-004,,1,KT,국내,"250,000원"
309,주식회사 비바엔에스,S / W 1,잇츠스마트팜,통합제어기 소프트웨어,잇츠스마트팜 소프트웨어,,1,비바엔에스,국내,"3,000,000원"
310,코리아디지탈(주),센 서 류 1,팜스큐브,토양함수율센서,KSM-8900,온도 -40~60°,1,코리아디지탈(주),한국,"550,000원"
311,코리아디지탈(주),센 서 류 2,팜스큐브,CO2센서,KCD HP100,0~3 000ppm,1,코리아디지탈(주),한국,"550,000원"
312,코리아디지탈(주),센 서 류 3,팜스큐브,일사센서,SWSR-7500,0~2000w/㎡,1,코리아디지탈(주),한국,"600,000원"
313,코리아디지탈(주),구 동 기 1,팜스큐브,메인컨트롤러,SFC-2800MA,24채널,1,코리아디지탈(주),한국,"5,900,000원"
314,코리아디지탈(주),통 신 장 치 1,팜스큐브,센서로드,SSN-100,온도 -40~60°,1,코리아디지탈(주),한국,"660,000원"
315,(주)시스웍스,센 서 류 1,SHP-A1010H,온도센서,KSE103HD,-30~80,4,DK센서,대한민국,"123,000원"
316,(주)시스웍스,구 동 기 1,SHP-A1010H,메인보드,SOP3200M,"기압,온도체크",,시스웍스,대한민국,"328,000원"
317,(주)시스웍스,구 동 기 2,SHP-A1010H,난방기능,SHP-A1010H,,,,,원
318,(주)시스웍스,통 신 장 치 1,SHP-A1010H,유선RS-485,S2H-CUBE008,,3,외산,중국,"47,000원"
319,(주)시스웍스,통 신 장 치 2,SHP-A1010H,무선,YUL2621O/YHL262RTX,,3,라디오리서치,대한민국,"256,000원"
320,(주)시스웍스,S / W 1,SHP-A1010H,환경모니터,SYSNET X2 SERVER,원격환경모니터링,1,시스트로닉스,대한민국,"2,000,000원"
321,(주)텔팜,센 서 류 1,TF-1001,온습도센서,ITF-FHT75,범위-20~100,1,텔팜,국산,"350,000원"
322,(주)텔팜,센 서 류 2,TF-1001,일사센서,ITF-BH1750,범위0-65535,1,텔팜,국산,"350,000원"
323,(주)텔팜,센 서 류 3,TF-1001,CO2센서,ISH-NDC,분진및습도,1,텔팜,국산,"600,000원"
324,(주)텔팜,센 서 류 4,TF-1001,강우센서,HTL-301,DC24V,1,해밀기연,국산,"130,000원"
325,(주)텔팜,통 신 장 치 1,TF-1001,원격제어기,ITF-1001,스위치~48EA,1,텔팜,국산,"4,000,000원"
326,(주)텔팜,통 신 장 치 2,TF-1001,원격제어기,ITF-1002,SUS&ABS,1,텔팜,국산,"1,800,000원"
327,(주)텔팜,S / W 1,TF-1001,어플리케이션,앱,감시및제어,1,텔팜,국산,"1,000,000원"
328,코리아데이타코퍼레이션(주),통 신 장 치 1,KDC-20TFD,통신용 낙뢰보호기,KDC-20TFD,In10kA/Imax20kA,1,코리아데이타코퍼레이션(주),대한민국,"350,000원"
329,코리아데이타코퍼레이션(주),구 동 기 1,KDC-100YF,낙뢰보호기,KDC-100YF,3상4선+G(PE) 380Vac/220Vac,1,코리아데이타코퍼레이션(주),대한민국,"1,000,000원"
330,(주)피이플렉스,구 동 기 1,안개분무시스템,안개분무시스템,KF-200K,고압분무,1,(주)피이플렉스,한국,"12,500,000원"
331,(주)피이플렉스,통 신 장 치 1,안개분무시스템,통합제어기,EMD-1000,"온도,습도등 설정값",1,(주)아이온텍,한국,"2,500,000원"
332,다스텍(주),센 서 류 1,본다우스,온도계,FOX-2000TR,-50~120℃,2,CONOTEC,대한민국,"60,000원"
333,다스텍(주),센 서 류 2,본다우스,온/습도계,220NH,0~99%,1,CONOTEC,대한민국,"150,000원"
334,다스텍(주),통 신 장 치 1,본다우스,센서노드,,485통신,1,다스텍,대한민국,"250,000원"
335,(주)성진시스템,센 서 류 1,SJ-SMFAR-08(원예),온도센서,SJ-DS18B20,'-55~125,2,OEM,,"440,000원"
336,(주)성진시스템,센 서 류 2,SJ-SMFAR-08(원예),습도센서,SJ-DHT22,0~100%,2,OEM,,"440,000원"
337,(주)성진시스템,센 서 류 3,SJ-SMFAR-08(원예),우적센서,SJ-RAIN,빗물감지,2,OEM,,"600,000원"
338,(주)성진시스템,센 서 류 4,SJ-SMFAR-08(원예),암모니아센서,SJ-AIR-NH3,5～500ppm NH3,2,OEM,,"600,000원"
339,(주)성진시스템,센 서 류 5,SJ-SMFAR-08(원예),미세먼지센서,SJ-AIR-DUST,2.5um,2,OEM,,"600,000원"
340,(주)성진시스템,구 동 기 1,SJ-SMFAR-08(원예),8포트컨트롤러,SJ-SMFARM-08,8port,4,성진시스템,대한민국,"4,000,000원"
341,(주)성진시스템,S / W 1,SJ-SMFAR-08(원예),축산 관리자,SJ스마트팜,PC 및 모바일,1,성진시스템,대한민국,"1,500,000원"
342,(주)에스이디,센 서 류 1,SED-SF-A1000,온습도센서,SED-SF-TH01,Temp: -40~125°C  / ±0.3℃ Humi:0~100%RH / ±3.0%RH,3,(주)에스이디,대한민국,"600,000원"
343,(주)에스이디,구 동 기 1,SED-SF-A1000,복합환경제어통합콘트롤러,SED-SF-A1000,"Ethernet, RS485, AC220V/ DC24V, 25CH릴레이모듈, DC24V, 자동제어알고리즘탑재, 통신네트워크",1,(주)에스이디,대한민국,"7,500,000원"
344,(주)에스이디,통 신 장 치 1,SED-SF-A1000,센서노드,SED-SF-SN01,"RS232/RS485/ADC/PWM 6CH/입DC5V/출DC5V,3.3V",3,(주)에스이디,대한민국,"1,200,000원"
345,(주)에스이디,S / W 1,SED-SF-A1000,어플리케이션,SED팜고급형,스마트폰,1,(주)에스이디,대한민국,"3,700,000원"
346,주식회사 엔스텝,센 서 류 1,NSFM-0832,온습도 센서,NS-SN-001T,"-20~80℃, 0~100%",2,엔스텝(주),대한민국,"400,000원"
347,주식회사 엔스텝,센 서 류 2,NSFM-0832,CO2센서,NS-SN-002E,400~5000ppm,1,엔스텝(주),대한민국,"200,000원"
348,주식회사 엔스텝,구 동 기 1,NSFM-0832,제어장치,NSFM-0832,8채널기본,1,엔스텝(주),대한민국,"5,500,000원"
349,그린랩스,센 서 류 1,GLP-100,온습도센서,HTG3535,측정범위 -40℃~+110℃,2,TE Connectivity,수입,"200,000원"
350,그린랩스,센 서 류 2,GLP-100,CO2센서,KCD-HP100,"측정범위 0~2,000ppm",2,코리아디지탈,한국,"450,000원"
351,그린랩스,센 서 류 3,GLP-100,CO2센서,STHC-250,"측정범위 0~3,000ppm",1,시스트로닉스,수입,"700,000원"
352,그린랩스,센 서 류 4,GLP-100,일사센서,WSR-7500+,"0~1,200 W/㎡",1,코리아디지탈,한국,"450,000원"
353,그린랩스,센 서 류 5,GLP-100,강우센서,DRC-3000,3면 감지,1,태성기전,한국,"250,000원"
354,그린랩스,구 동 기 1,GLP-100,독립제어기,Raspberry Pi 4,1.5GHz 64-bit quad-core processor,1,RASPBERRY PI,수입,"56,000원"
355,그린랩스,구 동 기 2,GLP-100,전자릴레이,SZH-RLBG-009,FR-4 circuit board design,1,SMG,수입,"27,900원"
356,그린랩스,통 신 장 치 1,GLP-100,통신모듈,YUL262RTX,협대역 다채널,1,라디오리써치,한국,"38,900원"
357,그린랩스,S / W 1,GLP-100,팜랩스 3.1 스마트팜,복합환경제어프그램탑재,복합환경제어프그램탑재,1,그린랩스,한국,"5,000,000원"
358,(주)에스이디,센 서 류 1,SED스마트팜,온습도센서,SED-SF-TH01,Temp: -40~125°C  / ±0.3℃ Humi:0~100%RH / ±3.0%RH,1,(주)에스이디,대한민국,"200,000원"
359,(주)에스이디,구 동 기 1,SED스마트팜,제어노드,SED-SF-CT01,"25CH릴레이모듈, DC24V",1,㈜에스이디,대한민국,"800,000원"
360,(주)에스이디,통 신 장 치 1,SED스마트팜,스마트팜원격통신제어기,SED-SF-A1000,"Ethernet, RS485, AC220V/ DC24V",1,㈜에스이디,대한민국,"2,000,000원"
361,(주)에스이디,통 신 장 치 2,SED스마트팜,센서노드,SED-SF-SN01,"RS232/RS485/ADC/PWM 6CH/입DC5V/출DC5V,3.3V",1,㈜에스이디,대한민국,"400,000원"
362,(주)에스이디,S / W 1,SED스마트팜,어플리케이션,SED팜,스마트폰,1,㈜에스이디,대한민국,"1,000,000원"
363,(주)코리아에너시스,센 서 류 1,NGP-109,온습도센서(센서하우징포함),THD-R-T,측정범위 : -20.0 ~ 60 ℃,2,오토닉스,대한민국,"129,000원"
364,(주)코리아에너시스,센 서 류 2,NGP-109,CO2센서,KCD-HP100,0~3000ppm,1,코리아디지탈,대한민국,"800,000원"
365,(주)코리아에너시스,통 신 장 치 1,NGP-109,이더넷통신모듈,XBL-EMTA,10/100BASE-TX,1,LS산전,대한민국,"293,000원"
366,(주)코리아에너시스,통 신 장 치 2,NGP-109,디지털통신모듈,WP8028ADAM,8DI/8DO,2,WELLPRO,중국,"90,000원"
367,(주)코리아에너시스,통 신 장 치 3,NGP-109,PLC,XEC-DR32H,"RS-232C, 485",1,LS산전,대한민국,"338,000원"
368,(주)코리아에너시스,통 신 장 치 4,NGP-109,터치스크린,ATS-M1000DA07W,"7인치 터치 디스플레이,",1,AutoBase,대한민국,"500,000원"
369,(주)코리아에너시스,S / W 1,NGP-109,온습도제어프로그램,SCADA CE,10.3.3.14,1,AutoBase,대한민국,"300,000원"
370,주식회사 이원온실산업,센 서 류 1,ewonia3000,멀티센서,Vantage Pro2,풍향/풍속/일사,3,Davis,,원
371,주식회사 이원온실산업,센 서 류 2,ewonia3000,강우,DRC-3000,3접점방식,3,우성테크,,원
